,FIPS,air_particulate,Year
1102,21179,11.5,2019
1103,21181,10.1,2019
1104,21183,11.7,2019
1105,21185,11.9,2019
1106,21187,10.9,2019
1107,21189,9.5,2019
1108,21191,10.7,2019
1109,21193,9.6,2019
1110,21195,9.6,2019
1111,21197,9.7,2019
1112,21199,10,2019
1113,21201,10.1,2019
1114,21203,10,2019
1115,21205,9.7,2019
1116,21207,10.1,2019
1117,21209,10.9,2019
1118,21211,11.5,2019
1119,21213,10.8,2019
1120,21215,11.4,2019
1121,21217,10.7,2019
1122,21219,10.8,2019
1123,21221,10.6,2019
1124,21223,11.2,2019
1125,21225,11.6,2019
1126,21227,10.8,2019
1127,21229,10.8,2019
1128,21231,9.7,2019
1129,21233,11.6,2019
1130,21235,9.9,2019
1131,21237,9.5,2019
1132,21239,11,2019
1133,22000,9.4,2019
1134,22001,9.4,2019
1135,22003,9.2,2019
1136,22005,10,2019
1137,22007,9.3,2019
1138,22009,9.2,2019
1139,22011,9.4,2019
1140,22013,9.7,2019
1141,22015,10.3,2019
1142,22017,10.3,2019
1143,22019,9.5,2019
1144,22021,9.2,2019
1145,22023,9.1,2019
1146,22025,9,2019
1147,22027,9.6,2019
1148,22029,9,2019
1149,22031,9.9,2019
1150,22033,9,2019
1151,22035,9.6,2019
1152,22037,9.3,2019
1153,22039,9.3,2019
1154,22041,9.3,2019
1155,22043,9.5,2019
1156,22045,9.4,2019
1157,22047,9.5,2019
1158,22049,9.5,2019
1159,22051,8,2019
1160,22053,9,2019
1161,22055,9.4,2019
1162,22057,9.3,2019
1163,22059,9.1,2019
1164,22061,9.6,2019
1165,22063,9.7,2019
1166,22065,9.6,2019
1167,22067,9.8,2019
1168,22069,9.6,2019
1169,22071,9,2019
1170,22073,9.5,2019
1171,22075,8.9,2019
1172,22077,9.3,2019
1173,22079,9.3,2019
1174,22081,9.4,2019
1175,22083,9.6,2019
1176,22085,9.4,2019
1177,22087,9,2019
1178,22089,9,2019
1179,22091,8.8,2019
1180,22093,9.5,2019
1181,22095,9.2,2019
1182,22097,9.5,2019
1183,22099,9.6,2019
1184,22101,9,2019
1185,22103,9.3,2019
1186,22105,8.9,2019
1187,22107,9.2,2019
1188,22109,8.7,2019
1189,22111,9.8,2019
1190,22113,9.4,2019
1191,22115,9.5,2019
1192,22117,9.1,2019
1193,22119,9.9,2019
1194,22121,9,2019
1195,22123,9.6,2019
1196,22125,9,2019
1197,22127,9.4,2019
1198,23000,7.35,2019
1199,23001,7.6,2019
1200,23003,8.1,2019
1201,23005,8,2019
1202,23007,6.9,2019
1203,23009,6.3,2019
1204,23011,7.7,2019
1205,23013,7.2,2019
1206,23015,7.5,2019
1207,23017,7.4,2019
1208,23019,7.2,2019
1209,23021,6.7,2019
1210,23023,7.7,2019
1211,23025,7.3,2019
1212,23027,7.1,2019
1213,23029,6.5,2019
1214,23031,7.7,2019
1215,24000,9.6,2019
1216,24001,9,2019
1217,24003,10.6,2019
1218,24005,10.9,2019
1219,24009,9.3,2019
1220,24011,9.4,2019
1221,24013,10.5,2019
1222,24015,10.7,2019
1223,24017,9.3,2019
1224,24019,9.4,2019
1225,24021,10.3,2019
1226,24023,8.7,2019
1227,24025,10.9,2019
1228,24027,11,2019
1229,24029,9.7,2019
1230,24031,10.8,2019
1231,24033,9.9,2019
1232,24035,9.7,2019
1233,24037,9,2019
1234,24039,9,2019
1235,24041,9.3,2019
1236,24043,10.1,2019
1237,24045,9.3,2019
1238,24047,9,2019
1239,24510,9.5,2019
1240,25000,7.7,2019
1241,25001,6.7,2019
1242,25003,7.7,2019
1243,25005,6.9,2019
1244,25007,6,2019
1245,25009,7.8,2019
1246,25011,7.7,2019
1247,25013,8.2,2019
1248,25015,8,2019
1249,25017,8.5,2019
1250,25019,6,2019
1251,25021,8.1,2019
1252,25023,7.2,2019
1253,25025,7.6,2019
1254,25027,7.9,2019
1255,26000,8.4,2019
1256,26001,7.5,2019
1257,26003,6.4,2019
1258,26005,11,2019
1259,26007,7.5,2019
1260,26009,7.4,2019
1261,26011,8.3,2019
1262,26013,6,2019
1263,26015,11.2,2019
1264,26017,9.5,2019
1265,26019,7.5,2019
1266,26021,11.8,2019
1267,26023,11.8,2019
1268,26025,11.5,2019
1269,26027,12.9,2019
1270,26029,7.4,2019
1271,26031,7.1,2019
1272,26033,6.9,2019
1273,26035,8.3,2019
1274,26037,10.6,2019
1275,26039,7.4,2019
1276,26041,7.1,2019
1277,26043,7,2019
1278,26045,10.9,2019
1279,26047,7.1,2019
1280,26049,10.2,2019
1281,26051,8.4,2019
1282,26053,6.4,2019
1283,26055,7.7,2019
1284,26057,9.7,2019
1285,26059,11.3,2019
1286,26061,6.1,2019
1287,26063,9,2019
1288,26065,10.6,2019
1289,26067,10.6,2019
1290,26069,7.9,2019
1291,26071,6.6,2019
1292,26073,9.1,2019
1293,26075,11,2019
1294,26077,11.7,2019
1295,26079,7.4,2019
1296,26081,11.5,2019
1297,26083,5.7,2019
1298,26085,8.1,2019
1299,26087,10.3,2019
1300,26089,7.5,2019
1301,26091,10.8,2019
1302,26093,10.8,2019
1303,26095,6.3,2019
1304,26097,7,2019
1305,26099,11,2019
1306,26101,7.7,2019
1307,26103,6.6,2019
1308,26105,8.4,2019
1309,26107,8.9,2019
1310,26109,7.9,2019
1311,26111,9.4,2019
1312,26113,7.3,2019
1313,26115,11,2019
1314,26117,10,2019
1315,26119,7.2,2019
1316,26121,10.3,2019
1317,26123,9.6,2019
1318,26125,11.1,2019
1319,26127,9,2019
1320,26129,7.9,2019
1321,26131,6,2019
1322,26133,8.2,2019
1323,26135,7.4,2019
1324,26137,7.2,2019
1325,26139,11.4,2019
1326,26141,7.2,2019
1327,26143,7.7,2019
1328,26145,10,2019
1329,26147,11,2019
1330,26149,12.6,2019
1331,26151,9.8,2019
1332,26153,6.6,2019
1333,26155,10.3,2019
1334,26157,9.7,2019
1335,26159,11.8,2019
1336,26161,11,2019
1337,26163,11.4,2019
1338,26165,7.7,2019
1339,27000,6.9,2019
1340,27001,6.1,2019
1341,27003,7.9,2019
1342,27005,6.8,2019
1343,27007,6.6,2019
1344,27009,6.8,2019
1345,27011,5.9,2019
1346,27013,8,2019
1347,27015,7.5,2019
1348,27017,6.6,2019
1349,27019,7.5,2019
1350,27021,6.6,2019
1351,27023,6.5,2019
1352,27025,7.4,2019
1353,27027,7,2019
1354,27029,6.1,2019
1355,27031,5.6,2019
1356,27033,7.4,2019
1357,27035,6.2,2019
1358,27037,8.3,2019
1359,27039,7.8,2019
1360,27041,6.3,2019
1361,27043,8,2019
1362,27045,8.4,2019
1363,27047,8.1,2019
1364,27049,8.2,2019
1365,27051,6.2,2019
1366,27053,8.5,2019
1367,27055,8.7,2019
1368,27057,6.4,2019
1369,27059,7.2,2019
1370,27061,7.1,2019
1371,27063,7.8,2019
1372,27065,6.4,2019
1373,27067,6.6,2019
1374,27069,6.4,2019
1375,27071,6.1,2019
1376,27073,6.2,2019
1377,27075,6.4,2019
1378,27077,5.9,2019
1379,27079,7.7,2019
1380,27081,6.7,2019
1381,27083,6.8,2019
1382,27085,6.9,2019
1383,27087,6.2,2019
1384,27089,6.5,2019
1385,27091,7.9,2019
1386,27093,6.5,2019
1387,27095,6.7,2019
1388,27097,6.4,2019
1389,27099,8.1,2019
1390,27101,7.3,2019
1391,27103,7.8,2019
1392,27105,7.9,2019
1393,27107,6.3,2019
1394,27109,8.1,2019
1395,27111,6.8,2019
1396,27113,6.2,2019
1397,27115,6.7,2019
1398,27117,7.5,2019
1399,27119,6.9,2019
1400,27121,6.2,2019
1401,27123,9,2019
1402,27125,6.2,2019
1403,27127,7,2019
1404,27129,6.9,2019
1405,27131,7.9,2019
1406,27133,7.9,2019
1407,27135,6.4,2019
1408,27137,7.7,2019
1409,27139,7.6,2019
1410,27141,7.3,2019
1411,27143,7.2,2019
1412,27145,7,2019
1413,27147,7.8,2019
1414,27149,6.2,2019
1415,27151,6.3,2019
1416,27153,6.4,2019
1417,27155,6,2019
1418,27157,8.2,2019
1419,27159,6.1,2019
1420,27161,7.8,2019
1421,27163,8.5,2019
1422,27165,7.5,2019
1423,27167,6.4,2019
1424,27169,8.6,2019
1425,27171,7.3,2019
1426,27173,6.5,2019
1427,28000,9.9,2019
1428,28001,9,2019
1429,28003,10,2019
1430,28005,9,2019
1431,28007,9.9,2019
1432,28009,9.7,2019
1433,28011,10.3,2019
1434,28013,9.9,2019
1435,28015,9.6,2019
1436,28017,10.1,2019
1437,28019,9.8,2019
1438,28021,9.2,2019
1439,28023,9.9,2019
1440,28025,10.4,2019
1441,28027,10.2,2019
1442,28029,9.7,2019
1443,28031,9.9,2019
1444,28033,10.3,2019
1445,28035,10.2,2019
1446,28037,8.9,2019
1447,28039,9.7,2019
1448,28041,9.4,2019
1449,28043,9.5,2019
1450,28045,9.4,2019
1451,28047,9.8,2019
1452,28049,10.7,2019
1453,28051,9.9,2019
1454,28053,9.9,2019
1455,28055,9.5,2019
1456,28057,10.2,2019
1457,28059,10.1,2019
1458,28061,10,2019
1459,28063,8.9,2019
1460,28065,9.7,2019
1461,28067,10.1,2019
1462,28069,10,2019
1463,28071,9.9,2019
1464,28073,9.7,2019
1465,28075,10.4,2019
1466,28077,9.6,2019
1467,28079,10.1,2019
1468,28081,10.5,2019
1469,28083,10.2,2019
1470,28085,9.5,2019
1471,28087,10.6,2019
1472,28089,10.7,2019
1473,28091,9.4,2019
1474,28093,10,2019
1475,28095,10.5,2019
1476,28097,9.6,2019
1477,28099,10.4,2019
1478,28101,10.3,2019
1479,28103,10.1,2019
1480,28105,10.3,2019
1481,28107,10,2019
1482,28109,9.3,2019
1483,28111,9.6,2019
1484,28113,9.2,2019
1485,28115,10.2,2019
1486,28117,10.1,2019
1487,28119,10,2019
1488,28121,10.6,2019
1489,28123,10.2,2019
1490,28125,9.7,2019
1491,28127,9.9,2019
1492,28129,10.1,2019
1493,28131,9.5,2019
1494,28133,10.3,2019
1495,28135,10,2019
1496,28137,10,2019
1497,28139,9.9,2019
1498,28141,10,2019
1499,28143,9.9,2019
1500,28145,10.1,2019
1501,28147,9.1,2019
1502,28149,9.8,2019
1503,28151,10.1,2019
1504,28153,9.7,2019
1505,28155,9.8,2019
1506,28157,8.7,2019
1507,28159,10.1,2019
1508,28161,9.7,2019
1509,28163,9.9,2019
1510,29000,9.7,2019
1511,29001,9.5,2019
1512,29003,9.9,2019
1513,29005,9.2,2019
1514,29007,10,2019
1515,29009,9.8,2019
1516,29011,9.3,2019
1517,29013,9.4,2019
1518,29015,9.4,2019
1519,29017,10.5,2019
1520,29019,10.1,2019
1521,29021,10.2,2019
1522,29023,10.8,2019
1523,29025,9.3,2019
1524,29027,10,2019
1525,29029,9.8,2019
1526,29031,11.3,2019
1527,29033,9.3,2019
1528,29035,9.7,2019
1529,29037,9.9,2019
1530,29039,9.1,2019
1531,29041,9.4,2019
1532,29043,9.9,2019
1533,29045,10.1,2019
1534,29047,10,2019
1535,29049,9.7,2019
1536,29051,10,2019
1537,29053,9.7,2019
1538,29055,9.8,2019
1539,29057,9.2,2019
1540,29059,9.4,2019
1541,29061,9.4,2019
1542,29063,9.6,2019
1543,29065,9.4,2019
1544,29067,9.5,2019
1545,29069,11.3,2019
1546,29071,10.7,2019
1547,29073,9.9,2019
1548,29075,9.3,2019
1549,29077,10.1,2019
1550,29079,9.3,2019
1551,29081,9.2,2019
1552,29083,9.3,2019
1553,29085,9.2,2019
1554,29087,9.6,2019
1555,29089,9.5,2019
1556,29091,9.9,2019
1557,29093,9.8,2019
1558,29095,10.4,2019
1559,29097,10,2019
1560,29099,11.3,2019
1561,29101,9.4,2019
1562,29103,9.5,2019
1563,29105,9.5,2019
1564,29107,9.5,2019
1565,29109,9.7,2019
1566,29111,10.3,2019
1567,29113,10.9,2019
1568,29115,9.3,2019
1569,29117,9.3,2019
1570,29119,9.7,2019
1571,29121,9.5,2019
1572,29123,10,2019
1573,29125,9.6,2019
1574,29127,10.4,2019
1575,29129,9.1,2019
1576,29131,9.8,2019
1577,29133,11.4,2019
1578,29135,9.7,2019
1579,29137,9.7,2019
1580,29139,10,2019
1581,29141,9.6,2019
1582,29143,11.3,2019
1583,29145,10,2019
1584,29147,9.4,2019
1585,29149,9.7,2019
1586,29151,9.8,2019
1587,29153,9.4,2019
1588,29155,11,2019
1589,29157,10.8,2019
1590,29159,9.5,2019
1591,29161,9.7,2019
1592,29163,10.4,2019
1593,29165,10.2,2019
1594,29167,9.5,2019
1595,29169,9.6,2019
1596,29171,9.1,2019
1597,29173,10.2,2019
1598,29175,9.6,2019
1599,29177,9.4,2019
1600,29179,9.5,2019
1601,29181,10.2,2019
1602,29183,11.7,2019
1603,29185,9.1,2019
1604,29186,10.6,2019
1605,29187,10.3,2019
1606,29189,12.1,2019
1607,29195,9.6,2019
1608,29197,9.3,2019
1609,29199,9.5,2019
1610,29201,11.5,2019
1611,29203,9.4,2019
1612,29205,9.7,2019
1613,29207,11.3,2019
1614,29209,9.8,2019
1615,29211,9.3,2019
1616,29213,9.8,2019
1617,29215,9.6,2019
1618,29217,9.4,2019
1619,29219,10.5,2019
1620,29221,9.9,2019
1621,29223,10.1,2019
1622,29225,9.6,2019
1623,29227,9,2019
1624,29229,9.5,2019
1625,29510,11.5,2019
1626,30000,5.95,2019
1627,30001,7.3,2019
1628,30003,6,2019
1629,30005,5.7,2019
1630,30007,6,2019
1631,30009,5.4,2019
1632,30011,5.2,2019
1633,30013,5.8,2019
1634,30015,5.7,2019
1635,30017,5.7,2019
1636,30019,6,2019
1637,30021,5.6,2019
1638,30023,7.4,2019
1639,30025,5.2,2019
1640,30027,4.8,2019
1641,30029,8.9,2019
1642,30031,7.1,2019
1643,30033,5.2,2019
1644,30035,6.6,2019
1645,30037,4.8,2019
1646,30039,6.7,2019
1647,30041,6.1,2019
1648,30043,7.3,2019
1649,30045,4.5,2019
1650,30047,8.8,2019
1651,30049,6.1,2019
1652,30051,5.9,2019
1653,30053,9,2019
1654,30055,5.5,2019
1655,30057,6.8,2019
1656,30059,4.7,2019
1657,30061,8.5,2019
1658,30063,8.6,2019
1659,30065,5.2,2019
1660,30067,5.4,2019
1661,30069,5.1,2019
1662,30071,4.8,2019
1663,30073,6,2019
1664,30075,5.5,2019
1665,30077,6.9,2019
1666,30079,5.4,2019
1667,30081,8.7,2019
1668,30083,6.2,2019
1669,30085,6.3,2019
1670,30087,6.1,2019
1671,30089,9.5,2019
1672,30091,6.2,2019
1673,30093,8,2019
1674,30095,5.3,2019
1675,30097,4.8,2019
1676,30099,5.9,2019
1677,30101,6.4,2019
1678,30103,5.6,2019
1679,30105,5.7,2019
1680,30107,4.7,2019
1681,30109,5.3,2019
1682,30111,6.3,2019
1683,31000,7.5,2019
1684,31001,8,2019
1685,31003,7.5,2019
1686,31005,5.3,2019
1687,31007,4.6,2019
1688,31009,5.8,2019
1689,31011,7.7,2019
1690,31013,4.7,2019
1691,31015,6.3,2019
1692,31017,5.6,2019
1693,31019,7.8,2019
1694,31021,8.8,2019
1695,31023,8.5,2019
1696,31025,9.3,2019
1697,31027,8.1,2019
1698,31029,6.2,2019
1699,31031,5,2019
1700,31033,5.3,2019
1701,31035,8,2019
1702,31037,8.6,2019
1703,31039,8.7,2019
1704,31041,6.7,2019
1705,31043,8.9,2019
1706,31045,4.1,2019
1707,31047,7.2,2019
1708,31049,5.6,2019
1709,31051,8.5,2019
1710,31053,9,2019
1711,31055,9.5,2019
1712,31057,6.2,2019
1713,31059,8.2,2019
1714,31061,7.3,2019
1715,31063,6.5,2019
1716,31065,6.9,2019
1717,31067,8.9,2019
1718,31069,5,2019
1719,31071,6.5,2019
1720,31073,6.9,2019
1721,31075,5.1,2019
1722,31077,7.1,2019
1723,31079,7.9,2019
1724,31081,8.1,2019
1725,31083,7.1,2019
1726,31085,6.2,2019
1727,31087,6.3,2019
1728,31089,6.7,2019
1729,31091,5.3,2019
1730,31093,7.5,2019
1731,31095,8.4,2019
1732,31097,8.9,2019
1733,31099,7.5,2019
1734,31101,6,2019
1735,31103,5.6,2019
1736,31105,4.8,2019
1737,31107,7.6,2019
1738,31109,9.1,2019
1739,31111,6.5,2019
1740,31113,5.8,2019
1741,31115,6.1,2019
1742,31117,5.6,2019
1743,31119,8.3,2019
1744,31121,8,2019
1745,31123,4.9,2019
1746,31125,7.8,2019
1747,31127,9,2019
1748,31129,7.8,2019
1749,31131,9.2,2019
1750,31133,8.7,2019
1751,31135,6.1,2019
1752,31137,7.5,2019
1753,31139,7.9,2019
1754,31141,8.6,2019
1755,31143,8.2,2019
1756,31145,6.7,2019
1757,31147,9.3,2019
1758,31149,5.9,2019
1759,31151,8.6,2019
1760,31153,9.5,2019
1761,31155,9.1,2019
1762,31157,5,2019
1763,31159,8.6,2019
1764,31161,4.6,2019
1765,31163,7.1,2019
1766,31165,3.8,2019
1767,31167,8.3,2019
1768,31169,8.1,2019
1769,31171,5.5,2019
1770,31173,8.7,2019
1771,31175,6.9,2019
1772,31177,8.8,2019
1773,31179,8.4,2019
1774,31181,7.5,2019
1775,31183,6.9,2019
1776,31185,8.3,2019
1777,32000,6.5,2019
1778,32001,7.4,2019
1779,32003,9.4,2019
1780,32005,7.5,2019
1781,32007,5.8,2019
1782,32009,5.2,2019
1783,32011,4.7,2019
1784,32013,6.7,2019
1785,32015,4.8,2019
1786,32017,4.6,2019
1787,32019,8.3,2019
1788,32021,5.5,2019
1789,32023,6.5,2019
1790,32027,5.7,2019
1791,32029,7.5,2019
1792,32031,8.4,2019
1793,32033,4.5,2019
1794,32510,7.2,2019
1795,33000,7.45,2019
1796,33001,6.8,2019
1797,33003,6.8,2019
1798,33005,8.3,2019
1799,33007,6.2,2019
1800,33009,7,2019
1801,33011,7.5,2019
1802,33013,7.7,2019
1803,33015,7.9,2019
1804,33017,7.4,2019
1805,33019,7.7,2019
1806,34000,9.9,2019
1807,34001,9.4,2019
1808,34003,9.9,2019
1809,34005,11.4,2019
1810,34007,11.6,2019
1811,34009,9,2019
1812,34011,9.9,2019
1813,34013,9.9,2019
1814,34015,10.9,2019
1815,34017,9.9,2019
1816,34019,10.2,2019
1817,34021,8.8,2019
1818,34023,9.7,2019
1819,34025,9.9,2019
1820,34027,10,2019
1821,34029,7.8,2019
1822,34031,9.7,2019
1823,34033,10.9,2019
1824,34035,9.9,2019
1825,34037,9.1,2019
1826,34039,10.4,2019
1827,34041,10,2019
1828,35000,5.9,2019
1829,35001,6.9,2019
1830,35003,4.3,2019
1831,35005,7.4,2019
1832,35006,5.2,2019
1833,35007,4.6,2019
1834,35009,7.1,2019
1835,35011,5.9,2019
1836,35013,7.8,2019
1837,35015,7.5,2019
1838,35017,6,2019
1839,35019,5.5,2019
1840,35021,5,2019
1841,35023,6.1,2019
1842,35025,7.6,2019
1843,35027,5.6,2019
1844,35028,5,2019
1845,35029,6.9,2019
1846,35031,6,2019
1847,35033,4.3,2019
1848,35035,6.7,2019
1849,35037,5.9,2019
1850,35039,5.4,2019
1851,35041,6.9,2019
1852,35043,7,2019
1853,35045,6.5,2019
1854,35047,5.4,2019
1855,35049,6.1,2019
1856,35051,5.5,2019
1857,35053,5.2,2019
1858,35055,4.8,2019
1859,35057,5.8,2019
1860,35059,4.9,2019
1861,35061,6.3,2019
1862,36000,8.5,2019
1863,36001,9.1,2019
1864,36003,8.5,2019
1865,36005,10.3,2019
1866,36007,8.9,2019
1867,36009,9.3,2019
1868,36011,8.3,2019
1869,36013,9.6,2019
1870,36015,8.3,2019
1871,36017,8.2,2019
1872,36019,6.7,2019
1873,36021,8.5,2019
1874,36023,7.9,2019
1875,36025,7.9,2019
1876,36027,9.3,2019
1877,36029,10.7,2019
1878,36031,6.6,2019
1879,36033,7.4,2019
1880,36035,8,2019
1881,36037,9.1,2019
1882,36039,8.2,2019
1883,36041,6.6,2019
1884,36043,7.8,2019
1885,36045,7.8,2019
1886,36047,10.1,2019
1887,36049,7,2019
1888,36051,8.5,2019
1889,36053,8,2019
1890,36055,8.9,2019
1891,36057,8.2,2019
1892,36059,10,2019
1893,36061,10.8,2019
1894,36063,11,2019
1895,36065,8.1,2019
1896,36067,8.2,2019
1897,36069,8.5,2019
1898,36071,9,2019
1899,36073,9,2019
1900,36075,8.2,2019
1901,36077,7.8,2019
1902,36079,9.3,2019
1903,36081,8.1,2019
1904,36083,9.1,2019
1905,36085,9.8,2019
1906,36087,9.7,2019
1907,36089,7.9,2019
1908,36091,9.4,2019
1909,36093,9,2019
1910,36095,7.5,2019
1911,36097,8,2019
1912,36099,8.3,2019
1913,36101,7.9,2019
1914,36103,9,2019
1915,36105,8.4,2019
1916,36107,8.7,2019
1917,36109,8.2,2019
1918,36111,8.9,2019
1919,36113,8.5,2019
1920,36115,8.9,2019
1921,36117,8.6,2019
1922,36119,10.4,2019
1923,36121,8.8,2019
1924,36123,7.9,2019
1925,37000,9.8,2019
1926,37001,10.5,2019
1927,37003,10.1,2019
1928,37005,8.7,2019
1929,37007,10.2,2019
1930,37009,8.5,2019
1931,37011,8.5,2019
1932,37013,9.2,2019
1933,37015,9.1,2019
1934,37017,10,2019
1935,37019,9.3,2019
1936,37021,9,2019
1937,37023,10.1,2019
1938,37025,11,2019
1939,37027,9.9,2019
1940,37029,8.4,2019
1941,37031,8.7,2019
1942,37033,10.2,2019
1943,37035,10.5,2019
1944,37037,10.3,2019
1945,37039,9,2019
1946,37041,8.6,2019
1947,37043,8.5,2019
1948,37045,10.6,2019
1949,37047,9.7,2019
1950,37049,9.4,2019
1951,37051,10.6,2019
1952,37053,8.5,2019
1953,37055,8.2,2019
1954,37057,10.8,2019
1955,37059,10.4,2019
1956,37061,9.9,2019
1957,37063,10.6,2019
1958,37065,10.2,2019
1959,37067,9.4,2019
1960,37069,10.6,2019
1961,37071,10.9,2019
1962,37073,8.8,2019
1963,37075,8.4,2019
1964,37077,10.5,2019
1965,37079,10.4,2019
1966,37081,10.5,2019
1967,37083,9.8,2019
1968,37085,10.9,2019
1969,37087,8.7,2019
1970,37089,9.2,2019
1971,37091,9.1,2019
1972,37093,10.4,2019
1973,37095,7.8,2019
1974,37097,10.9,2019
1975,37099,8.4,2019
1976,37101,10.4,2019
1977,37103,9.5,2019
1978,37105,10.5,2019
1979,37107,10.3,2019
1980,37109,10.8,2019
1981,37111,9.2,2019
1982,37113,8.6,2019
1983,37115,8.8,2019
1984,37117,8.9,2019
1985,37119,11.3,2019
1986,37121,8.5,2019
1987,37123,9.7,2019
1988,37125,10.4,2019
1989,37127,10.5,2019
1990,37129,8.4,2019
1991,37131,9.6,2019
1992,37133,9.5,2019
1993,37135,10.7,2019
1994,37137,8.6,2019
1995,37139,8.5,2019
1996,37141,9.4,2019
1997,37143,8.5,2019
1998,37145,10.1,2019
1999,37147,9.8,2019
2000,37149,9.5,2019
2001,37151,10.9,2019
2002,37153,10.2,2019
2003,37155,10.1,2019
2004,37157,10.3,2019
2005,37159,10.6,2019
2006,37161,10.1,2019
2007,37163,10.7,2019
2008,37165,10.2,2019
2009,37167,10.5,2019
2010,37169,9.8,2019
2011,37171,9.6,2019
2012,37173,8.4,2019
2013,37175,8.7,2019
2014,37177,7.9,2019
2015,37179,10.9,2019
2016,37181,10,2019
2017,37183,11,2019
2018,37185,9.7,2019
2019,37187,8.6,2019
2020,37189,8.3,2019
2021,37191,10.7,2019
2022,37193,9.6,2019
2023,37195,10.7,2019
2024,37197,9.9,2019
2025,37199,8.6,2019
2026,38000,5.4,2019
2027,38001,4.8,2019
2028,38003,5.7,2019
2029,38005,5.6,2019
2030,38007,4.9,2019
2031,38009,5.7,2019
2032,38011,5.1,2019
2033,38013,5.2,2019
2034,38015,5.6,2019
2035,38017,6.8,2019
2036,38019,5.9,2019
2037,38021,5.7,2019
2038,38023,5.8,2019
2039,38025,4.4,2019
2040,38027,5.3,2019
2041,38029,5,2019
2042,38031,5.3,2019
2043,38033,5.2,2019
2044,38035,6.9,2019
2045,38037,4.6,2019
2046,38039,5.4,2019
2047,38041,4.9,2019
2048,38043,4.9,2019
2049,38045,5.5,2019
2050,38047,5.1,2019
2051,38049,5.2,2019
2052,38051,5.3,2019
2053,38053,5.3,2019
2054,38055,4.9,2019
2055,38057,5.1,2019
2056,38059,5.4,2019
2057,38061,5,2019
2058,38063,5.5,2019
2059,38065,4.8,2019
2060,38067,6.6,2019
2061,38069,5.4,2019
2062,38071,5.6,2019
2063,38073,5.8,2019
2064,38075,5.2,2019
2065,38077,6.4,2019
2066,38079,5.8,2019
2067,38081,5.8,2019
2068,38083,4.7,2019
2069,38085,5.1,2019
2070,38087,5,2019
2071,38089,5.2,2019
2072,38091,5.6,2019
2073,38093,5.5,2019
2074,38095,5.6,2019
2075,38097,6.2,2019
2076,38099,6.5,2019
2077,38101,5.4,2019
2078,38103,5.1,2019
2079,38105,6.1,2019
2080,39000,11.5,2019
2081,39001,10.4,2019
2082,39003,12.2,2019
2083,39005,11.3,2019
2084,39007,11,2019
2085,39009,10.5,2019
2086,39011,12.4,2019
2087,39013,11.2,2019
2088,39015,11,2019
2089,39017,13,2019
2090,39019,11.3,2019
2091,39021,11.7,2019
2092,39023,11.6,2019
2093,39025,12,2019
2094,39027,11.3,2019
2095,39029,11.5,2019
2096,39031,11.3,2019
2097,39033,11.4,2019
2098,39035,13.2,2019
2099,39037,12.2,2019
2100,39039,12.2,2019
2101,39041,11.9,2019
2102,39043,11.1,2019
2103,39045,11.6,2019
2104,39047,11.1,2019
2105,39049,12.1,2019
2106,39051,11.6,2019
2107,39053,10.4,2019
2108,39055,11.6,2019
2109,39057,11.5,2019
2110,39059,11.2,2019
2111,39061,13.1,2019
2112,39063,11.7,2019
2113,39065,11.7,2019
2114,39067,11.1,2019
2115,39069,11.8,2019
2116,39071,10.9,2019
2117,39073,10.7,2019
2118,39075,11.5,2019
2119,39077,11.2,2019
2120,39079,10.4,2019
2121,39081,11.5,2019
2122,39083,11.2,2019
2123,39085,11,2019
2124,39087,10,2019
2125,39089,11.7,2019
2126,39091,11.7,2019
2127,39093,11.2,2019
2128,39095,11.9,2019
2129,39097,11.7,2019
2130,39099,11.4,2019
2131,39101,11.6,2019
2132,39103,11.2,2019
2133,39105,10.5,2019
2134,39107,12.5,2019
2135,39109,12.2,2019
2136,39111,10.8,2019
2137,39113,12,2019
2138,39115,10.8,2019
2139,39117,11.3,2019
2140,39119,11.3,2019
2141,39121,10.9,2019
2142,39123,11.4,2019
2143,39125,12.2,2019
2144,39127,11,2019
2145,39129,11.5,2019
2146,39131,10.5,2019
2147,39133,11.5,2019
